Country Code ISO3,Indicator,Normalized Value,Dash Value,Trend Value,Value
LTU,sdg7_elecac,53.068,green,Up,100
LTU,sdg7_cleanfuel,63.125,green,Up,100
LTU,sdg7_co2twh,100,red,Up,3.765
LTU,sdg7_ren,93.942,green,Up,20.363
LTU,sdg8_adjgrowth,99.618,green,Down,3.97
LTU,sdg8_slavery,35.714,yellow,Up,5.798
LTU,sdg8_accounts,51.944,green,Down,82.884
LTU,sdg8_unemp,48.06,,Up,8.43
LTU,sdg8_rights,82.074,,Down,
LTU,sdg8_impacc,60.46,green,Up,0.678
LTU,sdg8_empop,52.399,green,Down,72.975
LTU,sdg8_yneet,82.251,yellow,Down,11.309
LTU,sdg9_intuse,75.57,green,Up Right,81.582
LTU,sdg9_mobuse,45.063,green,Down,109.134
LTU,sdg9_lpi,100,yellow,,2.73
LTU,sdg9_qs,83.447,yellow,Up,24.283
LTU,sdg9_articles,23.179,green,Up,0.809
LTU,sdg9_rdex,,red,Down,0.945
LTU,sdg9_rdres,99.581,red,Up,6.524
LTU,sdg9_patents,75.2,red,Down,1.112
LTU,sdg9_netacc,93.7,orange,Right,41.273
LTU,sdg9_womensci,91.061,yellow,,29.595
LTU,sdg10_adjgini,95.199,red,Right,44.161
LTU,sdg10_palma,97.25,red,Right,1.49
LTU,sdg10_elder,100,red,,25.2
LTU,sdg11_slums,92.32,green,Up,0
LTU,sdg11_pm25,88.676,yellow,Up,11.189
LTU,sdg11_pipedwat,96.863,green,Up,99.641
LTU,sdg11_transport,66.667,orange,Up,43
LTU,sdg11_rentover,66.079,green,Up,2.684
LTU,sdg12_msw,100,,Up,1.83
LTU,sdg12_ewaste,62.169,red,Up,12.302
LTU,sdg12_so2prod,100,orange,Up,94.113
LTU,sdg12_so2import,36.059,red,Up,11.862
LTU,sdg12_prodnitro,84.014,orange,Up,48.649
LTU,sdg12_reacnitro,,yellow,,7.987
LTU,sdg12_mswrecycl,54.26,green,Up,0.527
LTU,sdg13_co2gcp,3.333,red,Down,4.886
LTU,sdg13_co2import,,red,Right,1.758
LTU,sdg13_co2export,75.288,green,,0.001
LTU,sdg13_ecr,79.912,orange,Up,46.104
LTU,sdg14_cpma,,yellow,,83.447
LTU,sdg14_cleanwat,,red,,45.15
LTU,sdg14_fishstocks,,,,
LTU,sdg14_trawl,,green,,1.373
LTU,sdg14_discard,,green,,4.96
LTU,sdg14_biomar,,green,,0.126
LTU,sdg15_cpta,,green,,91.061
LTU,sdg15_cpfa,,green,,95.199
LTU,sdg15_redlist,,green,,0.989
LTU,sdg15_forchg,,green,,0
LTU,sdg15_biofrwter,,green,,0.768
LTU,sdg16_homicides,,red,,4.569
LTU,sdg16_detain,,green,,9.133
LTU,sdg16_safe,,green,,
LTU,sdg16_prs,,green,,5.011
LTU,sdg16_u5reg,,green,,100
LTU,sdg16_cpi,,green,,60
LTU,sdg16_clabor,,green,,0
LTU,sdg16_weaponsexp,,orange,,2.174
LTU,sdg16_rsf,,green,,21.19
LTU,sdg16_justice,,,,
LTU,sdg16_prison,,orange,,228.339
LTU,sdg17_govex,,yellow,,8.139
LTU,sdg17_oda,,red,,0.13
LTU,sdg17_govrev,,,,
LTU,sdg17_cohaven,,green,,54.827
LTU,sdg17_secrecy,,orange,,50.3
LTU,sdg17_sprofits,,,,
LTU,sdg17_statperf,,green,,84.934
LUX,sdg1_wpc,99.587,green,Up,0.3
LUX,sdg1_320pov,99.301,green,Up,0.36
LUX,sdg1_oecdpov,94.09,yellow,Down,11.4
LUX,sdg2_undernsh,94.861,green,Up,2.5
LUX,sdg2_stunting,95.706,green,Up,2.58
LUX,sdg2_wasting,38.7,green,Up,0.7
LUX,sdg2_obesity,32.326,orange,Down,22.6
LUX,sdg2_trophic,83.265,orange,Right,2.331
LUX,sdg2_crlyld,38.583,green,Up,5.862
LUX,sdg2_snmi,0,red,Down,0.737
LUX,sdg2_yieldgap,99.803,yellow,Up,64.993
LUX,sdg2_pestexp,98.964,red,Up,304.485
LUX,sdg3_matmort,99.843,green,Up,5
LUX,sdg3_neonat,98.396,green,Up,1.5
LUX,sdg3_u5mort,,green,,2.8
LUX,sdg3_tb,96.774,green,Up,9
LUX,sdg3_hiv,96.746,,Up,
LUX,sdg3_ncds,97.148,green,Up,10
LUX,sdg3_pollmort,97.983,green,Up,12
LUX,sdg3_traffic,98.465,green,,4.07
LUX,sdg3_lifee,99.87,green,Up,82.415
LUX,sdg3_fertility,98.305,green,Up,4.604
LUX,sdg3_births,72.492,green,Up,99.9
LUX,sdg3_vac,95.349,green,Up,99
LUX,sdg3_uhc,97.842,green,Up,83
LUX,sdg3_swb,96.441,green,Up,7.4
LUX,sdg3_region,,,Up,
LUX,sdg3_incomeg,,green,Up,14
LUX,sdg3_smoke,91.818,green,Up,16.8
LUX,sdg4_primary,79.443,green,Down,99.003
LUX,sdg4_second,59.016,green,Down,97.082
LUX,sdg4_literacy,99.817,,Down,
LUX,sdg4_earlyedu,97.343,green,Up,99.221
LUX,sdg4_tertiary,100,green,,54.99
LUX,sdg4_pisa,98.5,yellow,Up Right,476.667
LUX,sdg4_socioec,0,red,Up,20.857
LUX,sdg4_science,100,orange,Right,26.766
LUX,sdg4_resil,100,orange,,24.515
LUX,sdg5_familypl,0,,Up,
LUX,sdg5_edat,79.406,yellow,Up,95.238
LUX,sdg5_lfpr,93.25,green,Right,83.863
LUX,sdg5_parl,98.661,yellow,Up,30
LUX,sdg5_paygap,74.567,green,Up,3.4
LUX,sdg5_unpaid,,yellow,Up,118.5
LUX,sdg6_water,6.717,green,Up,99.89
LUX,sdg6_sanita,96.995,green,Down,97.601
LUX,sdg6_freshwat,100,green,Right,3.8
LUX,sdg6_wastewat,92.318,green,Up,98.5
LUX,sdg6_scarcew,100,red,,156.018
LUX,sdg6_safewat,100,green,,99.725
LUX,sdg6_safesan,33.405,green,Up Right,96.637
LUX,sdg7_elecac,79.51,green,Up,100
LUX,sdg7_cleanfuel,81.25,green,Up,100
LUX,sdg7_co2twh,100,red,Up,106.183
LUX,sdg7_ren,96.057,red,Up,7.405
LUX,sdg8_adjgrowth,100,green,Up,0.943
LUX,sdg8_slavery,94.156,green,Up,1.485
LUX,sdg8_accounts,52.333,green,Down,98.768
LUX,sdg8_unemp,19.73,,Up Right,6.96
LUX,sdg8_rights,56.98,,Up,
LUX,sdg8_impacc,0,red,Right,5.597
LUX,sdg8_empop,0.523,green,Down,67.25
LUX,sdg8_yneet,0,green,Right,5.547
LUX,sdg9_intuse,20.545,green,Down,97.061
LUX,sdg9_mobuse,0,green,Down,121.758
LUX,sdg9_lpi,100,green,,3.631
LUX,sdg9_qs,,green,Up,52.4
LUX,sdg9_articles,,green,Up,1.438
LUX,sdg9_rdex,,orange,Up,1.236
LUX,sdg9_rdres,,red,Up,6.653
LUX,sdg9_patents,,green,Right,41.177
LUX,sdg9_netacc,67.4,yellow,Right,7.683
LUX,sdg9_womensci,81.865,yellow,Up,27.575
LUX,sdg10_adjgini,37.131,yellow,,34.774
LUX,sdg10_palma,96.75,orange,,1.2
LUX,sdg10_elder,97.6,yellow,,7.1
LUX,sdg11_slums,21.23,green,,0
LUX,sdg11_pm25,99.899,green,Right,9.482
LUX,sdg11_pipedwat,42.794,green,Right,100
LUX,sdg11_transport,94.737,green,Up,79
LUX,sdg11_rentover,97.079,yellow,Up,11.652
LUX,sdg12_msw,100,,Down,1.816
LUX,sdg12_ewaste,88.624,red,Up,18.903
LUX,sdg12_so2prod,100,red,Up,225.855
LUX,sdg12_so2import,100,red,Up,81.21
LUX,sdg12_prodnitro,92.2,red,Up,99.487
LUX,sdg12_reacnitro,,red,,67.578
LUX,sdg12_mswrecycl,53.72,yellow,Right,0.837
LUX,sdg13_co2gcp,100,red,Down,15.891
LUX,sdg13_co2import,,red,Up,15.671
LUX,sdg13_co2export,45.94,green,,0
LUX,sdg13_ecr,70.935,yellow,Up,68.943
LUX,sdg14_cpma,,,,
LUX,sdg14_cleanwat,,,,
LUX,sdg14_fishstocks,,,,
LUX,sdg14_trawl,,,,
LUX,sdg14_discard,,,,
LUX,sdg14_biomar,,orange,,0.652
LUX,sdg15_cpta,,yellow,,81.865
LUX,sdg15_cpfa,,red,,37.131
LUX,sdg15_redlist,,green,,0.987
LUX,sdg15_forchg,,green,,0.036
LUX,sdg15_biofrwter,,red,,7.877
LUX,sdg16_homicides,,green,,0.338
LUX,sdg16_detain,,orange,,45.9
LUX,sdg16_safe,,green,,
LUX,sdg16_prs,,green,,6.189
LUX,sdg16_u5reg,,green,,100
LUX,sdg16_cpi,,green,,80
LUX,sdg16_clabor,,green,,0
LUX,sdg16_weaponsexp,,green,,0
LUX,sdg16_rsf,,green,,15.46
LUX,sdg16_justice,,,,
LUX,sdg16_prison,,yellow,,111.492
LUX,sdg17_govex,,yellow,,8.058
LUX,sdg17_oda,,green,,1.03
LUX,sdg17_govrev,,,,
LUX,sdg17_cohaven,,red,,72.436
LUX,sdg17_secrecy,,red,,55.45
LUX,sdg17_sprofits,,red,,-66.047
LUX,sdg17_statperf,,yellow,,78.201
LVA,sdg1_wpc,99.421,green,Up,0.42
LVA,sdg1_320pov,98.466,green,Up,0.79
LVA,sdg1_oecdpov,94.09,red,Down,17.5
LVA,sdg2_undernsh,94.861,green,Up,2.5
LVA,sdg2_stunting,95.706,green,Up,2.58
LVA,sdg2_wasting,35.604,green,Up,0.7
LVA,sdg2_obesity,14.651,orange,Down,23.6
LVA,sdg2_trophic,41.559,red,Down,2.407
LVA,sdg2_crlyld,53.083,green,Up,3.026
LVA,sdg2_snmi,89.863,orange,Right,0.563
LVA,sdg2_yieldgap,98.075,red,Up,44.599
LVA,sdg2_pestexp,97.927,yellow,Up,25.342
LVA,sdg3_matmort,99.216,green,Up,19
LVA,sdg3_neonat,95.365,green,Up,1.9
LVA,sdg3_u5mort,96.545,green,Up,3.6
LVA,sdg3_tb,41.935,yellow,Up,26
LVA,sdg3_hiv,88.883,green,Up,0.19
LVA,sdg3_ncds,84.098,orange,Right,21.9
LVA,sdg3_pollmort,73.71,yellow,Up,41
LVA,sdg3_traffic,90.298,green,Up,8.05
LVA,sdg3_lifee,99.87,yellow,Up,75.376
LVA,sdg3_fertility,98.305,green,Up,15.801
LVA,sdg3_births,53.074,green,Up,99.9
LVA,sdg3_vac,62.791,green,Down,99
LVA,sdg3_uhc,97.552,yellow,,71
LVA,sdg3_swb,98.301,green,Up,6
LVA,sdg3_region,99.672,yellow,Up,3.4
LVA,sdg3_incomeg,76.364,red,Up,44.3
LVA,sdg3_smoke,100,yellow,Up,24.1
LVA,sdg4_primary,76.652,green,Up Right,98.869
LVA,sdg4_second,59.016,green,Up,98.607
LVA,sdg4_literacy,97.71,green,Down,99.82
LVA,sdg4_earlyedu,91.305,green,Down,97.738
LVA,sdg4_tertiary,100,green,Up,43.811
LVA,sdg4_pisa,90.7,yellow,Up,487.333
LVA,sdg4_socioec,82.587,green,Up,8.375
LVA,sdg4_science,100,yellow,Up,18.49
LVA,sdg4_resil,95.184,yellow,,33.046
LVA,sdg5_familypl,81.559,green,Up,80.5
LVA,sdg5_edat,85.31,green,Up,106.349
LVA,sdg5_lfpr,82.436,green,Up,81.672
LVA,sdg5_parl,92.633,yellow,Up,30
LVA,sdg5_paygap,69.724,red,Up,21.1
LVA,sdg5_unpaid,,yellow,Up,123.5
LVA,sdg6_water,91.317,green,Up,98.626
LVA,sdg6_sanita,85.823,yellow,Up,92.148
LVA,sdg6_freshwat,100,green,Up,1.1
LVA,sdg6_wastewat,62.864,green,Up,90.7
LVA,sdg6_scarcew,45.7,green,,17.413
LVA,sdg6_safewat,61.25,green,,95.191
LVA,sdg6_safesan,17.054,yellow,Up,85.824
LVA,sdg7_elecac,67.439,green,Up,100
LVA,sdg7_cleanfuel,67.5,green,Up,95.28
LVA,sdg7_co2twh,100,yellow,Up,1.088
LVA,sdg7_ren,92.062,green,Up,41.374
LVA,sdg8_adjgrowth,97.009,green,Down,2.106
LVA,sdg8_slavery,69.805,green,Up,3.864
LVA,sdg8_accounts,53.194,green,Right,93.222
LVA,sdg8_unemp,55.309,,Down,8.19
LVA,sdg8_rights,78.166,,Right,
LVA,sdg8_impacc,46.557,green,Up Right,0.521
LVA,sdg8_empop,64.951,green,Up,72.3
LVA,sdg8_yneet,84.436,yellow,Up,10.032
LVA,sdg9_intuse,78.335,green,Down,86.135
LVA,sdg9_mobuse,47.313,green,Down,132.835
LVA,sdg9_lpi,100,yellow,,2.983
LVA,sdg9_qs,96.136,yellow,Up,22.85
LVA,sdg9_articles,35.112,green,Up,0.735
LVA,sdg9_rdex,40.474,red,Down,0.631
LVA,sdg9_rdres,100,red,Up,3.839
LVA,sdg9_patents,55.945,red,Down,3.473
LVA,sdg9_netacc,99.85,orange,Right,39.567
LVA,sdg9_womensci,97.221,green,Right,31.133
LVA,sdg10_adjgini,97.491,orange,Up,39.059
LVA,sdg10_palma,97,red,Right,1.42
LVA,sdg10_elder,100,red,Down,39
LVA,sdg11_slums,97.58,green,Up,0
LVA,sdg11_pm25,89.241,yellow,Up,12.706
LVA,sdg11_pipedwat,68.187,yellow,Up,97.191
LVA,sdg11_transport,47.368,yellow,Up,64
LVA,sdg11_rentover,52.789,green,Right,1.758
LVA,sdg12_msw,100,,Up,1.785
LVA,sdg12_ewaste,58.201,red,Down,10.613
LVA,sdg12_so2prod,100,red,Up,114.629
LVA,sdg12_so2import,100,red,Up Right,16.033
LVA,sdg12_prodnitro,87.771,orange,Up,36.348
LVA,sdg12_reacnitro,,yellow,,7.004
LVA,sdg12_mswrecycl,53.953,green,Up,0.788
LVA,sdg13_co2gcp,0,red,Down,4.333
LVA,sdg13_co2import,,red,Right,1.686
LVA,sdg13_co2export,53.123,green,,0
LVA,sdg13_ecr,78.292,red,Up,29.742
LVA,sdg14_cpma,,green,,96.136
LVA,sdg14_cleanwat,,red,,53.67
LVA,sdg14_fishstocks,,red,,53.99
LVA,sdg14_trawl,,green,,0.565
LVA,sdg14_discard,,yellow,,8.811
LVA,sdg14_biomar,,green,,0.003
LVA,sdg15_cpta,,green,,97.221
LVA,sdg15_cpfa,,green,,97.491
LVA,sdg15_redlist,,green,,0.988
LVA,sdg15_forchg,,green,,0
LVA,sdg15_biofrwter,,green,,0.242
LVA,sdg16_homicides,,red,,4.356
LVA,sdg16_detain,,green,,28.633
LVA,sdg16_safe,,yellow,,
LVA,sdg16_prs,,green,,4.506
LVA,sdg16_u5reg,,green,,100
LVA,sdg16_cpi,,yellow,,57
LVA,sdg16_clabor,,green,,0
LVA,sdg16_weaponsexp,,green,,0
LVA,sdg16_rsf,,green,,18.56
LVA,sdg16_justice,,,,
LVA,sdg16_prison,,orange,,193.077
LVA,sdg17_govex,,yellow,,8.093
LVA,sdg17_oda,,red,,0.1
LVA,sdg17_govrev,,,,
LVA,sdg17_cohaven,,orange,,68.126
LVA,sdg17_secrecy,,red,,59.125
LVA,sdg17_sprofits,,green,,0.275
LVA,sdg17_statperf,,green,,83.719
MAR,sdg1_wpc,99.628,green,Up,0.27
MAR,sdg1_320pov,87.631,yellow,Up Right,6.37
MAR,sdg1_oecdpov,89.835,,,
MAR,sdg2_undernsh,69.92,green,Up,4.3
MAR,sdg2_stunting,84.049,red,Up Right,15.1
MAR,sdg2_wasting,27.864,green,Up,2.6
MAR,sdg2_obesity,64.884,red,Down,26.1
MAR,sdg2_trophic,30.353,green,Up,2.191
MAR,sdg2_crlyld,33.5,yellow,Up,2.264
MAR,sdg2_snmi,99.518,red,Right,0.798
MAR,sdg2_yieldgap,91.784,,Up,
MAR,sdg2_pestexp,67.617,yellow,Up,1.206
MAR,sdg3_matmort,85.255,green,Up,70
MAR,sdg3_neonat,82.709,yellow,Right,13.6
MAR,sdg3_u5mort,99.636,green,Up,21.4
MAR,sdg3_tb,85.714,red,Up,97
MAR,sdg3_hiv,86.714,green,Up Right,0.02
MAR,sdg3_ncds,54.885,green,Right,12.4
MAR,sdg3_pollmort,65.476,yellow,Up Right,49
MAR,sdg3_traffic,79.445,red,,16.96
MAR,sdg3_lifee,65.67,orange,Up,72.988
MAR,sdg3_fertility,98.305,yellow,Up,30.681
MAR,sdg3_births,51.456,red,Down,73.6
MAR,sdg3_vac,34.884,green,,99
MAR,sdg3_uhc,99.1,yellow,,70
MAR,sdg3_swb,56.594,red,Up,4.8
MAR,sdg3_region,95.858,,Down,
MAR,sdg3_incomeg,66.061,,,
MAR,sdg3_smoke,50.536,,,
MAR,sdg4_primary,11.823,green,,99.584
MAR,sdg4_second,39.561,red,,64.407
MAR,sdg4_literacy,77.965,green,,97.73
MAR,sdg4_earlyedu,87.269,,,
MAR,sdg4_tertiary,56.229,,Right,
MAR,sdg4_pisa,5.4,,Up,
MAR,sdg4_socioec,98.019,,Down,
MAR,sdg4_science,100,,Right,
MAR,sdg4_resil,96.684,,,
MAR,sdg5_familypl,69.254,yellow,Up,72
MAR,sdg5_edat,54.472,red,Up,71.212
MAR,sdg5_lfpr,88.882,red,Up,30.781
MAR,sdg5_parl,22.439,orange,,20.506
MAR,sdg5_paygap,62.008,,,
MAR,sdg5_unpaid,51.455,,Up,
MAR,sdg6_water,98.483,orange,Up,86.779
MAR,sdg6_sanita,73.8,yellow,Up Right,88.504
MAR,sdg6_freshwat,64.421,orange,,50.8
MAR,sdg6_wastewat,37.955,red,,5.4
MAR,sdg6_scarcew,41.934,green,Down,1.981
MAR,sdg6_safewat,11.667,,Down,
MAR,sdg6_safesan,19.324,,Up,
MAR,sdg7_elecac,65.487,green,,100
MAR,sdg7_cleanfuel,41.688,green,,96.75
MAR,sdg7_co2twh,89.778,red,Up,1.814
MAR,sdg7_ren,66.4,,Up,
MAR,sdg8_adjgrowth,93.711,red,,-3.969
MAR,sdg8_slavery,55.195,green,Right,2.446
MAR,sdg8_accounts,79.694,red,,28.644
MAR,sdg8_unemp,81.021,red,,10.15
MAR,sdg8_rights,97.565,orange,,0.583
MAR,sdg8_impacc,95.94,green,,0.091
MAR,sdg8_empop,91.542,,,
MAR,sdg8_yneet,98.5,,,
MAR,sdg9_intuse,90.14,yellow,,74.376
MAR,sdg9_mobuse,93.625,yellow,,64.919
MAR,sdg9_lpi,100,orange,Up,2.435
MAR,sdg9_qs,44.957,yellow,Down,20.967
MAR,sdg9_articles,37.409,orange,Right,0.14
MAR,sdg9_rdex,93.185,red,Right,0.715
MAR,sdg9_rdres,21.597,,,
MAR,sdg9_patents,53.52,,Up,
MAR,sdg9_netacc,99.8,,Up,
MAR,sdg9_womensci,53.811,,,
MAR,sdg10_adjgini,71.81,orange,Right,39.752
MAR,sdg10_palma,72,red,Down,1.833
MAR,sdg10_elder,89.533,,Up,
MAR,sdg11_slums,98.68,yellow,Down,9.2
MAR,sdg11_pm25,97.04,red,Right,33.415
MAR,sdg11_pipedwat,75.882,yellow,Right,94.095
MAR,sdg11_transport,49.123,orange,Right,55
MAR,sdg11_rentover,73.605,,Up,
MAR,sdg12_msw,95.618,green,Up,0.831
MAR,sdg12_ewaste,35.714,green,Down,4.622
MAR,sdg12_so2prod,,green,Up,12.782
MAR,sdg12_so2import,100,green,Up Right,1.218
MAR,sdg12_prodnitro,53.029,green,Down,10.289
MAR,sdg12_reacnitro,64.462,green,Up,0.675
MAR,sdg12_mswrecycl,49.307,,,
MAR,sdg13_co2gcp,,green,Right,1.972
MAR,sdg13_co2import,51.693,green,,0.204
MAR,sdg13_co2export,100,green,Down,0
MAR,sdg13_ecr,45.355,,Right,
MAR,sdg14_cpma,,red,,44.957
MAR,sdg14_cleanwat,,red,,55.31
MAR,sdg14_fishstocks,,green,,6.181
MAR,sdg14_trawl,,red,,70.779
MAR,sdg14_discard,,yellow,,9.296
MAR,sdg14_biomar,,green,,0.004
MAR,sdg15_cpta,,red,,53.811
MAR,sdg15_cpfa,,orange,,71.81
MAR,sdg15_redlist,,yellow,,0.888
MAR,sdg15_forchg,,yellow,,0.157
MAR,sdg15_biofrwter,,green,,0.132
MAR,sdg16_homicides,,green,,1.416
MAR,sdg16_detain,,green,,23.4
MAR,sdg16_safe,,yellow,,
MAR,sdg16_prs,,green,,5.297
MAR,sdg16_u5reg,,yellow,,96.1
MAR,sdg16_cpi,,orange,,40
MAR,sdg16_clabor,,,,
MAR,sdg16_weaponsexp,,green,,0
MAR,sdg16_rsf,,orange,,42.88
MAR,sdg16_justice,,orange,,0.519
MAR,sdg16_prison,,,,
MAR,sdg17_govex,,orange,,7.396
MAR,sdg17_oda,,,,
MAR,sdg17_govrev,,yellow,,25.508
MAR,sdg17_cohaven,,green,,0
MAR,sdg17_secrecy,,,,
MAR,sdg17_sprofits,,,,
MAR,sdg17_statperf,,orange,,59.016
MCO,sdg1_wpc,,,,
MCO,sdg1_320pov,,,,
MCO,sdg1_oecdpov,,,,
MCO,sdg2_undernsh,,green,,1.17
MCO,sdg2_stunting,,green,Up,2.58
MCO,sdg2_wasting,,green,Up,0.7
MCO,sdg2_obesity,,,,
MCO,sdg2_trophic,,,,
MCO,sdg2_crlyld,,,,
MCO,sdg2_snmi,,,,
MCO,sdg2_yieldgap,,,,
MCO,sdg2_pestexp,,,Up,
MCO,sdg3_matmort,,,Up,
MCO,sdg3_neonat,,green,Up,1.7
MCO,sdg3_u5mort,,green,,3.1
MCO,sdg3_tb,,green,,0
MCO,sdg3_hiv,,,,
MCO,sdg3_ncds,,,,
MCO,sdg3_pollmort,,,,
MCO,sdg3_traffic,,,,
MCO,sdg3_lifee,,,Right,
MCO,sdg3_fertility,,,,
MCO,sdg3_births,,,,
MCO,sdg3_vac,,yellow,,88
MCO,sdg3_uhc,,,,
MCO,sdg3_swb,,,,
MCO,sdg3_region,,,,
MCO,sdg3_incomeg,,,,
MCO,sdg3_smoke,,,,
MCO,sdg4_primary,,,,
MCO,sdg4_second,,,,
MCO,sdg4_literacy,,,,
MCO,sdg4_earlyedu,,,,
MCO,sdg4_tertiary,,,,
MCO,sdg4_pisa,,,,
MCO,sdg4_socioec,,,,
MCO,sdg4_science,,,Up,
MCO,sdg4_resil,,,,
MCO,sdg5_familypl,,,Up,
MCO,sdg5_edat,,,Up,
MCO,sdg5_lfpr,,,Up Right,
MCO,sdg5_parl,,yellow,,33.333
MCO,sdg5_paygap,,,,
MCO,sdg5_unpaid,,,Up,
MCO,sdg6_water,,green,Up,100
MCO,sdg6_sanita,,green,,100
MCO,sdg6_freshwat,,,,
MCO,sdg6_wastewat,,green,,100
MCO,sdg6_scarcew,,yellow,,28.127
MCO,sdg6_safewat,,,,
MCO,sdg6_safesan,,,Up,
MCO,sdg7_elecac,,green,,100
MCO,sdg7_cleanfuel,,green,,100
MCO,sdg7_co2twh,,,Up,
MCO,sdg7_ren,,,Up,
MCO,sdg8_adjgrowth,,,,
MCO,sdg8_slavery,,,Up,
MCO,sdg8_accounts,,,,
MCO,sdg8_unemp,,,,
MCO,sdg8_rights,,,,
MCO,sdg8_impacc,,yellow,,1.465
MCO,sdg8_empop,,,,
MCO,sdg8_yneet,,,,
MCO,sdg9_intuse,,green,,97.053
MCO,sdg9_mobuse,,green,,86.367
MCO,sdg9_lpi,,,,
MCO,sdg9_qs,,orange,Up,0
MCO,sdg9_articles,,green,Up,1.166
MCO,sdg9_rdex,,red,,0.038
MCO,sdg9_rdres,,,,
MCO,sdg9_patents,,,,
MCO,sdg9_netacc,,,Up Right,
MCO,sdg9_womensci,,,,
MCO,sdg10_adjgini,,,,
MCO,sdg10_palma,,,Down,
MCO,sdg10_elder,,,,
MCO,sdg11_slums,,,,
MCO,sdg11_pm25,,yellow,,11.754
MCO,sdg11_pipedwat,,green,,100
MCO,sdg11_transport,,,Down,
MCO,sdg11_rentover,,,,
MCO,sdg12_msw,,red,Up,3.24
MCO,sdg12_ewaste,,,,
MCO,sdg12_so2prod,,red,,109.494
MCO,sdg12_so2import,,red,,30.906
MCO,sdg12_prodnitro,,orange,,47.972
MCO,sdg12_reacnitro,,orange,,13.769
MCO,sdg12_mswrecycl,,,,
MCO,sdg13_co2gcp,,,Right,
MCO,sdg13_co2import,,red,,1.057
MCO,sdg13_co2export,,,,
MCO,sdg13_ecr,,,,
MCO,sdg14_cpma,,,,
MCO,sdg14_cleanwat,,red,,19.61
MCO,sdg14_fishstocks,,,,
MCO,sdg14_trawl,,,,
MCO,sdg14_discard,,,,
MCO,sdg14_biomar,,green,,0
MCO,sdg15_cpta,,,,
MCO,sdg15_cpfa,,,,
MCO,sdg15_redlist,,red,,0.758
MCO,sdg15_forchg,,,,
MCO,sdg15_biofrwter,,green,,0.43
MCO,sdg16_homicides,,green,,0
MCO,sdg16_detain,,yellow,,35.5
MCO,sdg16_safe,,,,
MCO,sdg16_prs,,,,
MCO,sdg16_u5reg,,green,,100
MCO,sdg16_cpi,,,,
MCO,sdg16_clabor,,,,
MCO,sdg16_weaponsexp,,green,,0
MCO,sdg16_rsf,,,,
MCO,sdg16_justice,,,,
MCO,sdg16_prison,,,,
MCO,sdg17_govex,,red,,2.827
MCO,sdg17_oda,,,,
MCO,sdg17_govrev,,,,
MCO,sdg17_cohaven,,orange,,67.558
MCO,sdg17_secrecy,,,,
MCO,sdg17_sprofits,,,,
MCO,sdg17_statperf,,,,
MDA,sdg1_wpc,99.931,green,Up,0.05
MDA,sdg1_320pov,99.087,green,Up,0.47
MDA,sdg1_oecdpov,,,,
MDA,sdg2_undernsh,87.251,,,
MDA,sdg2_stunting,88.344,green,Up,6.4
MDA,sdg2_wasting,50.155,green,Up,1.9
MDA,sdg2_obesity,26.279,orange,Down,18.9
MDA,sdg2_trophic,51.221,orange,Right,2.357
MDA,sdg2_crlyld,49.833,green,Up,3.683
MDA,sdg2_snmi,,orange,Down,0.602
MDA,sdg2_yieldgap,98.075,,Up,
MDA,sdg2_pestexp,75.13,,Up,
MDA,sdg3_matmort,90.745,green,Up,19
MDA,sdg3_neonat,85.74,green,Up Right,10.7
MDA,sdg3_u5mort,95.818,green,Up,14.4
MDA,sdg3_tb,28.111,red,Up,80
MDA,sdg3_hiv,78.85,yellow,Up,0.23
MDA,sdg3_ncds,86.721,orange,Up Right,24.9
MDA,sdg3_pollmort,66.424,yellow,Up,78
MDA,sdg3_traffic,85.646,green,,7.25
MDA,sdg3_lifee,99.61,orange,Up,73.263
MDA,sdg3_fertility,84.746,green,Up,22.18
MDA,sdg3_births,49.838,green,Down,99.7
MDA,sdg3_vac,58.14,green,,91
MDA,sdg3_uhc,77.729,orange,,69
MDA,sdg3_swb,80.65,yellow,Down,5.8
MDA,sdg3_region,99.655,,Right,
MDA,sdg3_incomeg,56.242,,,
MDA,sdg3_smoke,100,,,
MDA,sdg4_primary,80.376,yellow,,89.711
MDA,sdg4_second,48.262,yellow,,84.133
MDA,sdg4_literacy,81.76,green,,99.811
MDA,sdg4_earlyedu,73.763,,,
MDA,sdg4_tertiary,100,,Up Right,
MDA,sdg4_pisa,8.964,,Up,
MDA,sdg4_socioec,99.709,,Up,
MDA,sdg4_science,100,,Right,
MDA,sdg4_resil,92.031,,,
MDA,sdg5_familypl,73.458,orange,Up Right,63.9
MDA,sdg5_edat,85.244,green,Right,101.724
MDA,sdg5_lfpr,74.959,green,Up,84.595
MDA,sdg5_parl,38.898,orange,,24.752
MDA,sdg5_paygap,83.425,,,
MDA,sdg5_unpaid,33.636,,Up,
MDA,sdg6_water,99.7,yellow,Up,89.056
MDA,sdg6_sanita,75.588,orange,Right,76.308
MDA,sdg6_freshwat,58.306,green,,12.5
MDA,sdg6_wastewat,19.091,red,Up,8.964
MDA,sdg6_scarcew,0,green,Up,0.291
MDA,sdg6_safewat,4.333,,Down,
MDA,sdg6_safesan,6.892,,Up,
MDA,sdg7_elecac,89.056,green,,100
MDA,sdg7_cleanfuel,99.875,green,,92.19
MDA,sdg7_co2twh,34.222,red,Up,1.566
