FIN,5.53 Millions (2019),28.6 Percent (2019),16.02 Percent (2019),85.45 Percent (2019),80.7 Years (2015),0.43 Percent (2015),1.77 Children per woman (2015),6.22 Percent (2017),"21,599 (2018)","13,897 (2018)","252,246.62 Millions of US dollars (2017)","45,670.12 US dollars (2017)",58.3 Percent (2019),2.72 Percent (2017),28.18 Percent (2017),69.1 Percent (2017),"5,204 Millions of US dollars (2017)",8.1 Percent (2019),2.8 Percent (2017),192.78 Millions of US dollars (2018),"-5,189.64 Millions of US dollars (2018)","-10,397.23 Millions of US dollars (2018)","-3,093.87 Millions of US dollars (2018)","75,258.29 Millions of US dollars (2018)","78,352.16 Millions of US dollars (2018)",622 Petajoules (2016),14.82 Percent (2018),15.19 Percent (2018),338.44 km2 (2017),"30,391 Hectares (2016)",7.39 Percent (2016),0.01 Percent (2016),73.11 Percent (2016)
FRA,65.13 Millions (2019),26.46 Percent (2019),17.8 Percent (2019),80.71 Percent (2019),81.94 Years (2015),0.49 Percent (2015),1.98 Children per woman (2015),12.16 Percent (2017),"355,222 (2018)","67,350 (2018)","2,582,492.29 Millions of US dollars (2017)","38,414.88 US dollars (2017)",54.9 Percent (2019),1.69 Percent (2017),19.48 Percent (2017),78.82 Percent (2017),"69,894 Millions of US dollars (2017)",8.61 Percent (2019),2.16 Percent (2017),"2,440.91 Millions of US dollars (2018)","-19,014.11 Millions of US dollars (2018)","-34,338 Millions of US dollars (2018)","-92,059.26 Millions of US dollars (2018)","568,451.41 Millions of US dollars (2018)","660,510.67 Millions of US dollars (2018)","4,627 Petajoules (2016)",14.83 Percent (2018),15.83 Percent (2018),551.5 km2 (2017),"54,755.7 Hectares (2016)",33.52 Percent (2016),1.81 Percent (2016),31.23 Percent (2016)
GUF,0.29 Millions (2019),8.55 Percent (2019),32.12 Percent (2019),85.57 Percent (2019),79.31 Years (2015),2.27 Percent (2015),3.42 Children per woman (2015),39.51 Percent (2017),,,,,53.4 Percent (2013),,,,49 Millions of US dollars (2007),21.3 Percent (2013),,,,,,,,11 Petajoules (2016),,,83.53 km2 (2017),"8,220 Hectares (2016)",0.16 Percent (2016),0.07 Percent (2016),98.89 Percent (2016)
PYF,0.28 Millions (2019),13.07 Percent (2019),22.56 Percent (2019),61.9 Percent (2019),76.14 Years (2015),0.49 Percent (2015),2.04 Children per woman (2015),10.84 Percent (2017),,,"5,605.51 Millions of US dollars (2017)","19,806.97 US dollars (2017)",54.2 Percent (2019),3.08 Percent (2017),11.82 Percent (2017),85.11 Percent (2017),782 Millions of US dollars (2016),20.15 Percent (2019),2.33 Percent (2017),-3.35 Millions of US dollars (2016),411.96 Millions of US dollars (2016),374.02 Millions of US dollars (2016),"-1,867.58 Millions of US dollars (2018)",155.6 Millions of US dollars (2018),"2,023.18 Millions of US dollars (2018)",10 Petajoules (2016),48.49 Percent (2018),44.51 Percent (2018),4 km2 (2017),366 Hectares (2016),0.68 Percent (2016),6.28 Percent (2016),42.35 Percent (2016)
GAB,2.17 Millions (2019),5.34 Percent (2019),37.18 Percent (2019),89.74 Percent (2019),63.35 Years (2015),3.63 Percent (2015),4.1 Children per woman (2015),13.84 Percent (2017),833 (2018),89 (2018),"14,623.38 Millions of US dollars (2017)","7,220.93 US dollars (2017)",52.3 Percent (2019),6.08 Percent (2017),48.79 Percent (2017),45.13 Percent (2017),39.5 Millions of US dollars (2012),19.22 Percent (2019),1.1 Percent (2017),3.84 Millions of US dollars (2015),141 Millions of US dollars (2015),585.02 Millions of US dollars (2015),"-1,808.67 Millions of US dollars (2018)",883.97 Millions of US dollars (2018),"2,692.64 Millions of US dollars (2018)",-445 Petajoules (2016),46.25 Percent (2018),20.7 Percent (2018),267.67 km2 (2017),"25,767 Hectares (2016)",1.26 Percent (2016),0.66 Percent (2016),90.04 Percent (2016)
GMB,2.35 Millions (2019),3.94 Percent (2019),44.13 Percent (2019),61.93 Percent (2019),60.32 Years (2015),3.02 Percent (2015),5.5 Children per woman (2015),9.76 Percent (2017),"8,487 (2018)",301 (2018),"1,489.46 Millions of US dollars (2017)",709.08 US dollars (2017),59.6 Percent (2019),24.91 Percent (2017),13.97 Percent (2017),61.12 Percent (2017),116 Millions of US dollars (2017),9.45 Percent (2019),4.56 Percent (2017),54.58 Millions of US dollars (2017),-110.83 Millions of US dollars (2017),-117.04 Millions of US dollars (2017),-503.75 Millions of US dollars (2018),26.82 Millions of US dollars (2018),530.57 Millions of US dollars (2018),7 Petajoules (2016),35.82 Percent (2018),29.23 Percent (2018),11.29 km2 (2017),"1,012 Hectares (2016)",43.48 Percent (2016),0.49 Percent (2016),48.38 Percent (2016)
GEO,4 Millions (2019),21.21 Percent (2019),20.03 Percent (2019),59.04 Percent (2019),72.31 Years (2015),-0.37 Percent (2015),2 Children per woman (2015),2 Percent (2017),"2,019 (2018)",509 (2018),"15,159.03 Millions of US dollars (2017)","3,874.95 US dollars (2017)",67.6 Percent (2019),7.9 Percent (2017),25.98 Percent (2017),66.12 Percent (2017),"2,971 Millions of US dollars (2017)",11.62 Percent (2019),4.83 Percent (2017),76.03 Millions of US dollars (2018),"-1,249.22 Millions of US dollars (2018)","-1,222.12 Millions of US dollars (2018)","-5,760.23 Millions of US dollars (2018)","3,362.07 Millions of US dollars (2018)","9,122.31 Millions of US dollars (2018)",143 Petajoules (2016),14.95 Percent (2018),16.12 Percent (2018),69.7 km2 (2017),"6,949 Hectares (2016)",4.95 Percent (2016),1.58 Percent (2016),40.62 Percent (2016)
DEU,83.52 Millions (2019),28.35 Percent (2019),13.8 Percent (2019),77.38 Percent (2019),80.44 Years (2015),0.24 Percent (2015),1.43 Children per woman (2015),14.81 Percent (2017),"1,021,706 (2018)","394,131 (2018)","3,693,204.33 Millions of US dollars (2017)","44,976.43 US dollars (2017)",60.6 Percent (2019),0.86 Percent (2017),31 Percent (2017),68.14 Percent (2017),"56,173 Millions of US dollars (2017)",3.58 Percent (2019),2.16 Percent (2017),"2,317.81 Millions of US dollars (2018)","291,198.64 Millions of US dollars (2018)","270,797.94 Millions of US dollars (2018)","228,292.14 Millions of US dollars (2018)","1,479,186.99 Millions of US dollars (2018)","1,250,894.85 Millions of US dollars (2018)","8,080 Petajoules (2016)",8.74 Percent (2018),9.97 Percent (2018),357.38 km2 (2017),"34,936 Hectares (2016)",33.67 Percent (2016),0.57 Percent (2016),32.69 Percent (2016)
GHA,30.42 Millions (2019),5.16 Percent (2019),37.36 Percent (2019),56.71 Percent (2019),61.82 Years (2015),2.34 Percent (2015),4.18 Children per woman (2015),1.45 Percent (2017),"11,940 (2018)","1,174 (2018)","58,996.32 Millions of US dollars (2017)","2,046.09 US dollars (2017)",67.4 Percent (2019),21.22 Percent (2017),33.16 Percent (2017),45.62 Percent (2017),919 Millions of US dollars (2017),2.51 Percent (2019),8.14 Percent (2017),241.2 Millions of US dollars (2017),"-2,002.64 Millions of US dollars (2017)","-1,777.48 Millions of US dollars (2017)","5,219.12 Millions of US dollars (2018)","17,099.59 Millions of US dollars (2018)","11,880.47 Millions of US dollars (2018)",2 Petajoules (2016),21.46 Percent (2018),19.13 Percent (2018),238.54 km2 (2017),"22,754 Hectares (2016)",20.66 Percent (2016),11.87 Percent (2016),41.16 Percent (2016)
GRC,10.47 Millions (2019),28.3 Percent (2019),13.9 Percent (2019),79.39 Percent (2019),81.08 Years (2015),-0.42 Percent (2015),1.34 Children per woman (2015),10.94 Percent (2017),"55,565 (2018)","56,652 (2018)","203,085.55 Millions of US dollars (2017)","18,198 US dollars (2017)",52.5 Percent (2019),4.24 Percent (2017),17.2 Percent (2017),78.56 Percent (2017),"18,820 Millions of US dollars (2017)",19.46 Percent (2019),1.51 Percent (2017),418.91 Millions of US dollars (2018),"-6,370.17 Millions of US dollars (2018)","-4,781.63 Millions of US dollars (2018)","-25,640.15 Millions of US dollars (2018)","39,450.24 Millions of US dollars (2018)","65,090.38 Millions of US dollars (2018)",680 Petajoules (2016),10.24 Percent (2018),10.08 Percent (2018),131.96 km2 (2017),"12,890 Hectares (2016)",16.6 Percent (2016),8.64 Percent (2016),31.68 Percent (2016)
GRL,0.06 Millions (2019),13.18 Percent (2016),20.99 Percent (2016),87.05 Percent (2019),,-0.09 Percent (2015),2 Children per woman (2014),10.65 Percent (2017),,,"2,790.02 Millions of US dollars (2017)","49,398.44 US dollars (2017)",,20.22 Percent (2017),16.28 Percent (2017),63.5 Percent (2017),,9.7 Percent (2013),0.99 Percent (2017),,,,-109.59 Millions of US dollars (2018),668.87 Millions of US dollars (2018),778.47 Millions of US dollars (2018),8 Petajoules (2016),81.32 Percent (2018),72.17 Percent (2018),"2,166.09 km2 (2017)","41,045 Hectares (2016)",,,0 Percent (2016)
GRD,0.11 Millions (2019),14.59 Percent (2019),23.72 Percent (2019),36.4 Percent (2019),72.6 Years (2015),0.62 Percent (2015),2.18 Children per woman (2015),6.61 Percent (2017),2 (2018),3 (2018),"1,126.88 Millions of US dollars (2017)","10,451.03 US dollars (2017)",,6.25 Percent (2017),14.87 Percent (2017),78.88 Percent (2017),499 Millions of US dollars (2017),10.2 Percent (2001),5.06 Percent (2017),113.29 Millions of US dollars (2017),-143.84 Millions of US dollars (2017),-1.25 Millions of US dollars (2017),-477.71 Millions of US dollars (2018),26.62 Millions of US dollars (2018),504.33 Millions of US dollars (2018),4 Petajoules (2016),33.28 Percent (2018),42.02 Percent (2018),0.35 km2 (2017),34 Hectares (2016),8.82 Percent (2016),11.76 Percent (2016),49.97 Percent (2016)
GLP,0.4 Millions (2019),25.35 Percent (2019),18.85 Percent (2019),98.49 Percent (2019),80.56 Years (2015),-0.29 Percent (2015),2.19 Children per woman (2015),22.1 Percent (2017),,,,,52.7 Percent (2013),,,,614 Millions of US dollars (2015),26.1 Percent (2013),,,,,,,,28 Petajoules (2016),,,1.71 km2 (2017),169 Hectares (2016),13.73 Percent (2016),1.72 Percent (2016),42.96 Percent (2016)
GTM,17.58 Millions (2019),7.11 Percent (2019),33.86 Percent (2019),51.44 Percent (2019),72.44 Years (2015),2.1 Percent (2015),3.19 Children per woman (2015),0.48 Percent (2017),390 (2018),47 (2018),"75,619.62 Millions of US dollars (2017)","4,470.96 US dollars (2017)",62.3 Percent (2019),10.32 Percent (2017),25.93 Percent (2017),63.75 Percent (2017),"1,566 Millions of US dollars (2017)",2.62 Percent (2019),2.76 Percent (2017),2.63 Millions of US dollars (2011),638.3 Millions of US dollars (2018),892.86 Millions of US dollars (2018),"-9,045.46 Millions of US dollars (2018)","10,730.74 Millions of US dollars (2018)","19,776.19 Millions of US dollars (2018)",186 Petajoules (2016),34.49 Percent (2018),39.93 Percent (2018),108.89 km2 (2017),"10,716 Hectares (2016)",8.04 Percent (2016),11.04 Percent (2016),32.7 Percent (2016)
GIN,12.77 Millions (2019),4.7 Percent (2019),43.45 Percent (2019),36.5 Percent (2019),58.01 Years (2015),2.3 Percent (2015),5.13 Children per woman (2015),0.97 Percent (2017),"4,906 (2018)",134 (2018),"10,208.48 Millions of US dollars (2017)",802.73 US dollars (2017),64.6 Percent (2019),17.93 Percent (2017),36.19 Percent (2017),45.88 Percent (2017),16.6 Millions of US dollars (2017),4.46 Percent (2019),8.25 Percent (2017),145.7 Millions of US dollars (2017),519.4 Millions of US dollars (2017),679.31 Millions of US dollars (2017),102.89 Millions of US dollars (2018),"2,151.7 Millions of US dollars (2018)","2,048.8 Millions of US dollars (2018)",40 Petajoules (2016),39.12 Percent (2018),30.7 Percent (2018),245.86 km2 (2017),"24,572 Hectares (2016)",12.62 Percent (2016),2.85 Percent (2016),25.75 Percent (2016)
GNB,1.92 Millions (2019),4.58 Percent (2019),42.15 Percent (2019),43.78 Percent (2019),55.94 Years (2015),2.64 Percent (2015),4.9 Children per woman (2015),1.26 Percent (2017),"11,151 (2018)",24 (2018),"1,346.89 Millions of US dollars (2017)",723.63 US dollars (2017),73 Percent (2019),52.07 Percent (2017),13.35 Percent (2017),34.59 Percent (2017),11.5 Millions of US dollars (2016),6.02 Percent (2019),5.92 Percent (2017),104.07 Millions of US dollars (2017),3.87 Millions of US dollars (2017),95.13 Millions of US dollars (2017),"2,114.24 Millions of US dollars (2018)","2,309.93 Millions of US dollars (2018)",195.69 Millions of US dollars (2018),5 Petajoules (2016),71.83 Percent (2018),30.23 Percent (2018),36.12 km2 (2017),"2,812 Hectares (2016)",10.67 Percent (2016),8.89 Percent (2016),69.77 Percent (2016)
GUY,0.78 Millions (2019),10.43 Percent (2019),27.93 Percent (2019),26.69 Percent (2019),68.69 Years (2015),0.48 Percent (2015),2.6 Children per woman (2015),2 Percent (2017),14 (2018),10 (2018),"3,543.2 Millions of US dollars (2017)","4,555.07 US dollars (2017)",57.5 Percent (2019),14.78 Percent (2017),38.18 Percent (2017),47.03 Percent (2017),104 Millions of US dollars (2016),11.81 Percent (2019),2.16 Percent (2017),70.13 Millions of US dollars (2016),127.85 Millions of US dollars (2016),166.94 Millions of US dollars (2016),"-2,510.6 Millions of US dollars (2018)","1,487.34 Millions of US dollars (2018)","3,997.94 Millions of US dollars (2018)",30 Petajoules (2016),26.85 Percent (2018),57.02 Percent (2018),214.97 km2 (2017),"19,685 Hectares (2016)",2.13 Percent (2016),0.25 Percent (2016),83.9 Percent (2016)
HTI,11.26 Millions (2019),7.59 Percent (2019),32.86 Percent (2019),56.19 Percent (2019),61.41 Years (2015),1.45 Percent (2015),3.26 Children per woman (2015),0.37 Percent (2017),6 (2018),11 (2018),"8,521.13 Millions of US dollars (2017)",775.97 US dollars (2017),68.1 Percent (2019),17.8 Percent (2017),32.24 Percent (2017),49.96 Percent (2017),460 Millions of US dollars (2017),13.75 Percent (2019),1.17 Percent (2017),27.75 Millions of US dollars (2017),-265.01 Millions of US dollars (2017),-422.31 Millions of US dollars (2017),"-2,683.49 Millions of US dollars (2018)",917.13 Millions of US dollars (2018),"3,600.62 Millions of US dollars (2018)",41 Petajoules (2016),81.33 Percent (2018),34.77 Percent (2018),27.75 km2 (2017),"2,756 Hectares (2016)",38.82 Percent (2016),10.16 Percent (2016),3.49 Percent (2016)
VAT,0 Millions (2019),,,100 Percent (2019),,0.03 Percent (2015),,100 Percent (2017),,,,,,,,,,,,,,,,,,,,,0 km2 (2017),,,,
HND,9.75 Millions (2019),7.18 Percent (2019),31.16 Percent (2019),57.73 Percent (2019),73.94 Years (2015),1.83 Percent (2015),2.73 Children per woman (2015),0.42 Percent (2017),27 (2018),23 (2018),"22,978.55 Millions of US dollars (2017)","2,480.13 US dollars (2017)",65.2 Percent (2019),13.37 Percent (2017),27.18 Percent (2017),59.45 Percent (2017),722 Millions of US dollars (2017),4.32 Percent (2019),4.79 Percent (2017),15.29 Millions of US dollars (2018),"-1,003.49 Millions of US dollars (2018)","-1,202.6 Millions of US dollars (2018)","-4,811.98 Millions of US dollars (2018)","4,750.29 Millions of US dollars (2018)","9,562.27 Millions of US dollars (2018)",117 Petajoules (2016),40.24 Percent (2018),34.69 Percent (2018),112.49 km2 (2017),"11,189 Hectares (2016)",9.12 Percent (2016),4.07 Percent (2016),39.97 Percent (2016)
HKG,7.44 Millions (2019),25.17 Percent (2019),12.33 Percent (2019),100 Percent (2019),83.4 Years (2015),0.62 Percent (2015),1.2 Children per woman (2015),39.15 Percent (2017),106 (2018),"2,315 (2016)","341,659.38 Millions of US dollars (2017)","46,390.33 US dollars (2017)",60 Percent (2019),0.08 Percent (2017),7.64 Percent (2017),92.29 Percent (2017),"38,039 Millions of US dollars (2017)",2.89 Percent (2019),3.82 Percent (2017),-194.09 Millions of US dollars (2018),"15,555.89 Millions of US dollars (2018)","23,289.75 Millions of US dollars (2018)","-58,221.29 Millions of US dollars (2018)","569,105.74 Millions of US dollars (2018)","627,327.03 Millions of US dollars (2018)",643 Petajoules (2016),55.23 Percent (2018),44.79 Percent (2018),1.11 km2 (2017),105 Hectares (2016),2.86 Percent (2016),0.95 Percent (2016),
HUN,9.68 Millions (2019),26.55 Percent (2019),14.43 Percent (2019),71.64 Percent (2019),75.25 Years (2015),-0.3 Percent (2015),1.33 Children per woman (2015),5.18 Percent (2017),"5,983 (2018)",140 (2018),"139,761.14 Millions of US dollars (2017)","14,376.41 US dollars (2017)",56.1 Percent (2019),4.44 Percent (2017),30.28 Percent (2017),65.28 Percent (2017),"8,453 Millions of US dollars (2017)",3.45 Percent (2019),4.14 Percent (2017),"2,762.19 Millions of US dollars (2018)",806.1 Millions of US dollars (2018),-129.67 Millions of US dollars (2018),"6,642.53 Millions of US dollars (2018)","122,450.01 Millions of US dollars (2018)","115,807.47 Millions of US dollars (2018)",597 Petajoules (2016),27.35 Percent (2018),26.54 Percent (2018),93.02 km2 (2017),"9,053 Hectares (2016)",47.76 Percent (2016),1.94 Percent (2016),22.91 Percent (2016)
ISL,0.34 Millions (2019),21.09 Percent (2019),19.65 Percent (2019),93.86 Percent (2019),82.19 Years (2015),0.61 Percent (2015),1.98 Children per woman (2015),12.49 Percent (2017),439 (2018),318 (2018),"24,476.99 Millions of US dollars (2017)","73,060.19 US dollars (2017)",76 Percent (2019),5.73 Percent (2017),22.39 Percent (2017),71.88 Percent (2017),"3,024 Millions of US dollars (2017)",2.93 Percent (2019),3.99 Percent (2017),-15.49 Millions of US dollars (2018),763.77 Millions of US dollars (2018),"1,674.14 Millions of US dollars (2018)","-2,147.31 Millions of US dollars (2018)","5,717.72 Millions of US dollars (2018)","7,865.03 Millions of US dollars (2018)",30 Petajoules (2016),30.22 Percent (2018),11.48 Percent (2018),103 km2 (2017),"10,025 Hectares (2016)",1.21 Percent (2016),,0.5 Percent (2016)
IND,"1,366.42 Millions (2019)",9.87 Percent (2019),26.62 Percent (2019),34.47 Percent (2019),67.77 Years (2015),1.19 Percent (2015),2.4 Children per woman (2015),0.39 Percent (2017),"196,966 (2018)","11,335 (2018)","2,575,666.61 Millions of US dollars (2017)","1,923.32 US dollars (2017)",51.8 Percent (2019),17.09 Percent (2017),29.06 Percent (2017),53.85 Percent (2017),"27,878 Millions of US dollars (2017)",3.54 Percent (2019),6.68 Percent (2017),-123.1 Millions of US dollars (2018),"-64,855.47 Millions of US dollars (2018)","-64,124.74 Millions of US dollars (2018)","-198,584.12 Millions of US dollars (2018)","321,092.58 Millions of US dollars (2018)","519,676.69 Millions of US dollars (2018)","13,371 Petajoules (2016)",15.63 Percent (2018),16.2 Percent (2018),"3,287.26 km2 (2017)","297,319 Hectares (2016)",52.62 Percent (2016),4.37 Percent (2016),23.83 Percent (2016)
IDN,270.63 Millions (2019),9.72 Percent (2019),26.22 Percent (2019),55.98 Percent (2019),70.01 Years (2015),1.32 Percent (2015),2.45 Children per woman (2015),0.13 Percent (2017),"11,031 (2018)","2,898 (2018)","1,015,539.02 Millions of US dollars (2017)","3,846.86 US dollars (2017)",67.1 Percent (2019),13.67 Percent (2017),40.95 Percent (2017),45.38 Percent (2017),"14,117 Millions of US dollars (2017)",4.45 Percent (2019),5.07 Percent (2017),97.16 Millions of US dollars (2018),"-31,050.51 Millions of US dollars (2018)","-32,352.22 Millions of US dollars (2018)","-8,496.14 Millions of US dollars (2018)","180,215.03 Millions of US dollars (2018)","188,711.17 Millions of US dollars (2018)","-8,887 Petajoules (2016)",15.05 Percent (2018),24.13 Percent (2018),"1,910.93 km2 (2017)","181,157 Hectares (2016)",12.97 Percent (2016),12.42 Percent (2016),49.86 Percent (2016)
IRN,82.91 Millions (2019),9.99 Percent (2019),24.65 Percent (2019),75.39 Percent (2019),75.04 Years (2015),1.24 Percent (2015),1.91 Children per woman (2015),3.33 Percent (2017),"979,435 (2018)",82 (2018),"460,976.11 Millions of US dollars (2017)","5,679.65 US dollars (2017)",43.8 Percent (2019),9.62 Percent (2017),35.35 Percent (2017),55.03 Percent (2017),"3,914 Millions of US dollars (2016)",12.23 Percent (2019),3.76 Percent (2017),,"12,481 Millions of US dollars (2000)","11,140.72 Millions of US dollars (2000)","33,710.34 Millions of US dollars (2018)","76,724.09 Millions of US dollars (2018)","43,013.75 Millions of US dollars (2018)","-6,166 Petajoules (2016)",42.35 Percent (2018),25.41 Percent (2018),"1,628.75 km2 (2017)","162,876 Hectares (2016)",9.02 Percent (2016),1.1 Percent (2016),6.56 Percent (2016)
IRQ,39.31 Millions (2019),5.09 Percent (2019),38.02 Percent (2019),70.68 Percent (2019),69.4 Years (2015),3.58 Percent (2015),4.25 Children per woman (2015),0.96 Percent (2017),"281,905 (2018)","13,813 (2018)","182,023.54 Millions of US dollars (2017)","4,755.72 US dollars (2017)",42.6 Percent (2019),3.26 Percent (2017),50.58 Percent (2017),46.16 Percent (2017),"2,479 Millions of US dollars (2016)",8.28 Percent (2019),1.03 Percent (2017),-5.8 Millions of US dollars (2018),"35,269.6 Millions of US dollars (2018)","22,144.93 Millions of US dollars (2018)","-27,078.95 Millions of US dollars (2018)","8,402.1 Millions of US dollars (2018)","35,481.05 Millions of US dollars (2018)","-7,225 Petajoules (2016)",99.79 Percent (2018),68.41 Percent (2018),435.05 km2 (2017),"43,412.8 Hectares (2016)",11.52 Percent (2016),0.69 Percent (2016),1.9 Percent (2016)
IRL,4.88 Millions (2019),19.26 Percent (2019),21.15 Percent (2019),63.41 Percent (2019),80.61 Years (2015),0.43 Percent (2015),1.97 Children per woman (2015),16.94 Percent (2017),"6,405 (2018)","6,556 (2018)","331,430.01 Millions of US dollars (2017)","69,603.92 US dollars (2017)",61.1 Percent (2019),1.25 Percent (2017),38.58 Percent (2017),60.17 Percent (2017),"14,283 Millions of US dollars (2017)",6.02 Percent (2019),7.8 Percent (2017),"-25,590.09 Millions of US dollars (2018)","34,637.61 Millions of US dollars (2018)","32,330.22 Millions of US dollars (2018)","60,086.81 Millions of US dollars (2018)","167,017.89 Millions of US dollars (2018)","106,931.07 Millions of US dollars (2018)",393 Petajoules (2016),27.78 Percent (2018),21.93 Percent (2018),69.8 km2 (2017),"6,889 Hectares (2016)",6.47 Percent (2016),0.01 Percent (2016),11.03 Percent (2016)
ISR,8.52 Millions (2019),16.34 Percent (2019),27.89 Percent (2019),92.5 Percent (2019),81.91 Years (2015),1.65 Percent (2015),3.04 Children per woman (2015),23.58 Percent (2017),"17,958 (2018)","35,917 (2018)","353,268.41 Millions of US dollars (2017)","42,452.14 US dollars (2017)",64 Percent (2019),1.34 Percent (2017),21.73 Percent (2017),76.93 Percent (2017),"7,572 Millions of US dollars (2017)",3.79 Percent (2019),3.46 Percent (2017),364.1 Millions of US dollars (2018),"9,670.7 Millions of US dollars (2018)","1,674.87 Millions of US dollars (2018)","-14,677.7 Millions of US dollars (2018)","61,906.41 Millions of US dollars (2018)","76,584.11 Millions of US dollars (2018)",578 Petajoules (2016),27.11 Percent (2018),13.67 Percent (2018),22.07 km2 (2017),"2,164 Hectares (2016)",13.63 Percent (2016),4.48 Percent (2016),7.73 Percent (2016)
ITA,60.55 Millions (2019),29.38 Percent (2019),13.17 Percent (2019),70.74 Percent (2019),82.36 Years (2015),0.42 Percent (2015),1.42 Children per woman (2015),9.95 Percent (2017),"180,829 (2018)","131,937 (2018)","1,943,835.38 Millions of US dollars (2017)","32,746.61 US dollars (2017)",48.7 Percent (2019),2.13 Percent (2017),24.05 Percent (2017),73.82 Percent (2017),"44,548 Millions of US dollars (2017)",10.37 Percent (2019),1.57 Percent (2017),-741.26 Millions of US dollars (2018),"50,558.78 Millions of US dollars (2018)","34,687.13 Millions of US dollars (2018)","40,327.11 Millions of US dollars (2018)","529,067.08 Millions of US dollars (2018)","488,739.97 Millions of US dollars (2018)","4,865 Petajoules (2016)",12.49 Percent (2018),16.33 Percent (2018),302.07 km2 (2017),"29,414 Hectares (2016)",22.45 Percent (2016),8.34 Percent (2016),31.79 Percent (2016)
JAM,2.95 Millions (2019),12.97 Percent (2019),23.53 Percent (2019),55.98 Percent (2019),73.97 Years (2015),0.57 Percent (2015),2.08 Children per woman (2015),0.81 Percent (2017),15 (2018),22 (2018),"14,826.79 Millions of US dollars (2017)","5,129.85 US dollars (2017)",67.2 Percent (2019),7.7 Percent (2017),22.93 Percent (2017),69.36 Percent (2017),"2,809 Millions of US dollars (2017)",11.93 Percent (2019),0.98 Percent (2017),20.22 Millions of US dollars (2018),-461.04 Millions of US dollars (2018),"-1,350.17 Millions of US dollars (2018)","-5,611.47 Millions of US dollars (2018)","1,455.93 Millions of US dollars (2018)","7,067.4 Millions of US dollars (2018)",108 Petajoules (2016),44.99 Percent (2018),43.69 Percent (2018),10.99 km2 (2017),"1,083 Hectares (2016)",11.08 Percent (2016),8.77 Percent (2016),30.92 Percent (2016)
JPN,126.86 Millions (2019),34.01 Percent (2019),12.57 Percent (2019),91.7 Percent (2019),83.32 Years (2015),-0.09 Percent (2015),1.41 Children per woman (2015),1.82 Percent (2017),"1,972 (2018)","31,736 (2018)","4,872,415.1 Millions of US dollars (2017)","38,219.68 US dollars (2017)",60.6 Percent (2019),1.12 Percent (2017),28.11 Percent (2017),70.77 Percent (2017),"36,979 Millions of US dollars (2017)",2.38 Percent (2019),1.73 Percent (2017),"-1,941.82 Millions of US dollars (2018)","174,718.68 Millions of US dollars (2018)","181,852.05 Millions of US dollars (2018)","-20,170.19 Millions of US dollars (2018)","739,755.09 Millions of US dollars (2018)","759,925.28 Millions of US dollars (2018)","16,291 Petajoules (2016)",19.35 Percent (2018),24.5 Percent (2018),377.93 km2 (2007),"36,456 Hectares (2016)",11.48 Percent (2016),0.79 Percent (2016),68.46 Percent (2016)
JOR,10.1 Millions (2019),5.92 Percent (2019),33.56 Percent (2019),91.2 Percent (2019),73.81 Years (2015),4.88 Percent (2015),3.4 Children per woman (2015),33.33 Percent (2017),"705,762 (2018)","46,986 (2018)","40,708.45 Millions of US dollars (2017)","4,195.73 US dollars (2017)",39.2 Percent (2019),5.84 Percent (2017),29.12 Percent (2017),65.04 Percent (2017),"5,549 Millions of US dollars (2017)",14.48 Percent (2019),2.11 Percent (2017),77.46 Millions of US dollars (2018),"-2,968.73 Millions of US dollars (2018)","-3,935.4 Millions of US dollars (2018)","-13,042.95 Millions of US dollars (2018)","7,754.46 Millions of US dollars (2018)","20,797.41 Millions of US dollars (2018)",355 Petajoules (2016),21.46 Percent (2018),13.55 Percent (2018),89.32 km2 (2017),"8,878 Hectares (2016)",2.67 Percent (2016),0.98 Percent (2016),1.1 Percent (2016)
KAZ,18.55 Millions (2019),11.86 Percent (2019),28.88 Percent (2019),57.54 Percent (2019),69.07 Years (2015),1.56 Percent (2015),2.67 Children per woman (2015),19.97 Percent (2017),589 (2018),192 (2018),"159,406.92 Millions of US dollars (2017)","8,756.46 US dollars (2017)",70.5 Percent (2019),4.72 Percent (2017),34.08 Percent (2017),61.2 Percent (2017),"1,990 Millions of US dollars (2017)",5.24 Percent (2019),4.03 Percent (2017),203.41 Millions of US dollars (2018),-51.71 Millions of US dollars (2018),"1,032.21 Millions of US dollars (2018)","27,553.76 Millions of US dollars (2018)","61,438.79 Millions of US dollars (2018)","33,885.04 Millions of US dollars (2018)","-3,445 Petajoules (2016)",17.93 Percent (2018),39.1 Percent (2018),"2,724.9 km2 (2017)","269,970 Hectares (2016)",10.89 Percent (2016),0.05 Percent (2016),1.23 Percent (2016)
